timestamp,speaker,words
00:00:00,Adrienne,"Go for it. You can say your name and your year first. Oh, my"
00:00:03,Charlie,Name's Charlie Nash. I graduated Grinnell College 1976.
00:00:07,Adrienne,I'm Adriienne Gasaway and I plan to graduate in 2028. And so my first question is why did you choose to come to Grinnell?
00:00:14,Charlie,Because I couldn't get in any other school.
00:00:17,Adrienne,Did you come to her the campus before you decided to go here or not?
00:00:23,Charlie,Yes.
00:00:23,Adrienne,You did?
00:00:24,Charlie,I did.
00:00:25,Adrienne,"What on campus made the ... Obviously the campus is a litle bit different now, but what made the biggest impressions on you when you-"
00:00:30,Charlie,"One of the things was they had a new phys ed facility, which doesn't exist here anymore. So I found that really interesting. I like a more rural setting. I like the idea of it being a smaller school. The reason that I even came to Grinnell was one of my older sisters, because I have two, she had a roommate in college who's still one of her very best friends. And that roommate's brother had attended Grinnell and spoke highly of it."
00:01:01,Adrienne,"So you had connections before, a little bit of connection"
00:01:04,Charlie,"Between- Well, just like a recommendation. And I went to a relatively small high school in view of the fact that it was in suburban New York. And unbeknownst to me, three of my clasmates came here."
00:01:17,Adrienne,"Oh, wow."
00:01:18,Charlie,Yeah. I had no idea because they weren't really in my group of friends
00:01:21,Adrienne,Even
00:01:22,Charlie,Though I think our high school graduating class was 170. And so three of them had to end up attending besides me. So four and all.
00:01:33,Adrienne,"I feel like that's kind of rare. I don't hear about- Bizarre. Lots of people coming from the same spots. Once you got to Grinnell, what are your first memories of arriving here as a student?"
00:01:45,Charlie,"Well, I had just turned 17 so I felt some separation from where I had lived and where all my friends had been, even though most of my friends went off to college. 90% of my high school graduating class went to college. So just that, kind of being in the middle of nowhere, even though I like the idea of being in the middle of nowhere, but still it's more of the realization that here I am. I met some nice people. I was on south campus in a basement in Haynes Hall. I had a roommate that was, he and I didn't get along. We didn't fight. We were just so different and all, but he moved out after first semester. Then I got a new roommate. He was from North Dakota and a nice guy and he was dating some gal that was here from South Dakota and he ended up committing suicide."
00:02:51,Charlie,It was really weird. Not on campus. And what I was told is he did it just to kind of see what it was like. I kid you not.
00:03:00,Adrienne,Interesting.
00:03:00,Charlie,"Yeah. I mean, remember we were all young, but I liked the small classes. That was very attractive to me. It was very easy to talk to a professor and get up with a professor. So that was the initials."
00:03:16,Adrienne,Do you remember getting to choose classes your first time on campus?
00:03:20,Charlie,"Yeah. The one class we had to take was humanities. And that was a hard class for me just because you had to think outside a box and interpret things that ... It's like reading the Bible. You sit there and read the Bible. It's like, what the heck is this? If you don't have a good pastor to help interpret it and make it relevant, because to me it was kind of hard. I found humanities like that. But I liked all the other classes and you made your own fun and the town was significantly smaller. For example, we didn't have a McDonald's, which probably was a very positive thing. So you'd go to Marshalltown if you wanted to go to McDonald's. And then Newton ultimately had a McDonald's, which was a little bit closer. Again, lousy food. The food here was, I didn't like a whole lot."
00:04:19,Charlie,I ate a lot of pags pizza.
00:04:21,Adrienne,"I love pony ice. Do you remember, because that was when the dining halls were still, you had two separate dining halls, right?"
00:04:28,Charlie,"Yeah. So freshman year I was on south campus so it was here by mirrors or ... And then I was in north campus after that. And so the north campus dining. Obviously steak night was, not that the steak was very good, but it was better than the general ... But my problem was it wasn't ... I don't want to blame the food service. I was a very picky eater, not good."
00:04:54,Adrienne,That's okay. I am too. It's difficult.
00:04:55,Charlie,"I was horrible. I was horrible. I'm sure it drove my mother crazy. My dad was a pretty easygoing guy. My mom was the iron fist kind of person. So it wasn't all the dining service. Some of it was just me being a picky eater. Thank God I've kind of grown out of it a good degree. I did a lot of sports and I learned recently, because I went to the bookstore, which used to be on campus, and now it's downtown, which is bizarre, that they had all these shirts and then had the sport on it and I couldn't find wrestling because I led her in wrestling. I went to the woman at the front desk and I said, ""Hey, how come you don't have a wrestling shirt?"" She goes, ""Well, they don't have wrestling at Grinnell anymore."" They do"
00:05:40,Adrienne,Not.
00:05:41,Charlie,Which is crazy.
00:05:42,Adrienne,"But anyway,"
00:05:43,Charlie,I was disappointed in that.
00:05:45,Adrienne,What else did you do outside of classes besides sports?
00:05:49,Charlie,"Heroin, methamphetamine, cocaine. No, seriously? So besides class, we did sports. Went to some concerts, either Iowa City or Des Moines. I was here when Bruce Springsteen came here. Oh,"
00:06:06,Adrienne,Really?
