timestamp,speaker,words
00:00:01,Mariposa,"Hello, thank you so much for talking with me today. My name is Marioposa. I'm the class of 27. I graduate next year."
00:00:07,Michael,"Okay. My name is Michael Kawahara. I graduated from Grinnell 1971. I am from Honolulu, Hawaii and I was born and raised there and I still live there today. I guess one of the questions that has always been posed to me is how did I end up coming to a school in the state of Iowa and a little bit of history. World War II, December 7th Japanese bomb Pearl Harbor. One of the reactions from President Roosevelt at that time was 120,000 Japanese Americans on the West Coast. 70% of them being US citizens are summarily detained and placed into detention facilities for the duration of the war. At the same time, President Roosevelt also authorized an experimental unit of Japanese Americans to be formed in the army, battalion sized approximately 1,100 personnel. All the original members of this battalion, which ultimately became known as the 100th battalion, all of them originally came from Hawaii, one of them being my father."
00:01:23,Michael,"Because of the success of the 100th battalion, President Roosevelt subsequently authorized the creation of a regiment of Japanese American soldiers. That's three battalions. This became the 442 regimental combat team, which became in the United States Army history, the most decorated unit in the United States Army history for its size and duration."
00:01:49,Michael,"During World War II, the 100th and the 442 fought with 34th infantry battalion in Italy. 34th Infantry Division was known as the Red Bulls. Today it is a National Guard Division centered in Minnesota, but during World War II, it was made up of primarily Iowans. When I grew up, I lived in a subdivision that the original owners had to be veterans of World War II, the Korean War. And so all my neighbors, my judo instructors, my little league coaches, all of them were in the 442 or the hundredth. And one of the things that I remember from an early age that I'm talking about was their comrade in arms of the 34th division, namely all Iowans. And so unlike a lot of people in Hawaii, I knew about the state of Iowa from the time I was about eight, nine years old. And so when it came time to apply for colleges, one of the places recommended to me was a Grinnell."
00:02:53,Michael,"And because it was an Iowa, I had a historic, shall we say, affiliation. So when I was accepted here, there was no question I would be happy to come here. And that's how I ended up at Grinnell. But I'm sorry, there's a little bit of history involved in that."
00:03:10,Mariposa,"Yeah, thank you for that."
00:03:11,Michael,"And while I was at Grinnell here, these are an acronyms because these are all part of history that probably no one like yourself or anyone who graduated later. No. Grinnell at the time when I was here had an Air Force ROTC unit. The building, which was just a frame two story house was at the corner of 8th and Park where the admissions building is located today. But I had a sense growing up among all these veterans that at some point in my life I was going to have to serve in the military. And so I was in the Air Force ROTC unit here at Grinnell. And ultimately I was able to get a scholarship and as things turned out because of some financial issues at home, that scholarship allowed me to graduate from Grinnell. So while I was at Grinnell to two other things that are no longer here, but I'll just mention that I was on the wrestling team."
00:04:12,Michael,"We actually had a division thee wrestling team. We actually also had, there was an ice hockey team. It was not a formal sport, but it was a club. But we used to play against Drake, Iowa State and Graceland. There used to be a place called Barber Plaza right next to the Burling Library where the art building is now and every winter a skating rink would be put up there and that's where we would play hockey. But I played hockey for one year and I was on the freshman and voice the wrestling team for the other time too. But those are things that were here. I just mentioned it because they're part of the past, but no one remembers them now. So I graduated from Grinnell. I got my degree in economics and because I was on scholarship, I had to serve on active duty. The Air Force paid money, so they wanted their money back."
00:05:11,Michael,"So I got a deferment to go on active duty so I could go to law school. So I moved, shall we say, some 60 miles east on I- 80. And I went to the University of Iowa College of Law, got my degree there and then I joined the Air Force. I was in the Air Force for five years as an Air Force judge advocate, primarily prosecuting and defending and courts martial, stationed in Japan, Texas and Korea. When I got out, I was in private practice in Hawaii for a while. Then I spent 32 years in the United States Attorney's Office. I was a federal prosecutor and I prosecuted organized crime racketeering, drug trafficking, money laundering kinds of cases. I also stayed in the Air Force Reserve and I retired as a full colonel. I retired in 2015. That's like 11 years ago. So in a summary, that's what you can see my life was."
00:06:12,Michael,"I was fortunately, I was married. I had two children and I have four grandchildren now. And this coming to reunions, my excuse. I spent a week in LA seeing my two granddaughters there and on the way back I'm going to Seattle. I'll see my grandson and my granddaughter up there before returning to Hawaii."
