timestamp,speaker,words
00:00:00,Mariposa,"Hello, I am Mariposa."
00:00:02,Mariposa,"I am class of 2027, so I graduate next year."
00:00:06,Sarah,"Hello, I'm Sarah Hibbs-Shipp."
00:00:08,Sarah,"Sarah Hibbs when I was here at Grinnell, class of 1996."
00:00:15,Mariposa,Thank you.
00:00:16,Mariposa,"Yes, is there anything in particular you want to talk about?"
00:00:19,Mariposa,Any special memories?
00:00:24,Sarah,"So I signed up, I will just say we signed up for this, not knowing what to expect, because it was pretty generalized."
00:00:31,Sarah,"I'm happy to answer any questions that you have that are prompts, because I remember quite a bit about Grinnell."
00:00:42,Sarah,"But I guess I don't know exactly what you want to hear, so also, right?"
00:00:47,Mariposa,"And the project, I'm also very new to the project, because I kind of got thrown in at the last minute."
00:00:53,Mariposa,"But it is very general and truly like anything that comes to mind that is important to you, we would just love to hear."
00:01:00,Sarah,So I could start with the idea that Grinnell was actually not the college I wanted to go to.
00:01:06,Sarah,"And I had routinely, I really wanted to go to Wash U in St."
00:01:12,Sarah,Louis.
00:01:12,Sarah,I thought I was going to be pre-med.
00:01:14,Sarah,That was the whole thing.
00:01:16,Sarah,"And my parents had me apply to lots of different colleges, Grinnell."
00:01:20,Sarah,Grinnell was possibly the only small liberal arts college.
00:01:24,Sarah,I would encourage people not to do their student tour at the beginning of August when nobody's on campus and it is really miserably hot.
00:01:34,Sarah,"But when we got the acceptance and then the financial aid package, my parents were like, no, you have to go to Grinnell."
00:01:42,Sarah,It was by far the best deal.
00:01:45,Sarah,and to this day have never regretted it.
00:01:48,Sarah,"So it was, I teased my dad that it was the best decision he ever made for me and maybe the only decision that I will ever say about, but it was an amazing four years."
00:02:03,Sarah,I showed up in the fall of 1992
00:02:09,Sarah,which was the year of all the floods in the Midwest.
00:02:13,Sarah,"And so as we entered Iowa, we were driving through fields that were flooded and parts of Des Moines still had sandbags out."
00:02:24,Sarah,"And so, I mean, it was, and I know we went to Iowa City shortly after"
00:02:31,Sarah,the semester started and they still had sandbags out from all of the flooding that had occurred.
00:02:36,Sarah,And the worms were out in force on all of the sidewalks.
00:02:43,Sarah,And it rained.
00:02:43,Sarah,It just kept raining.
00:02:44,Sarah,And then it started snowing.
00:02:46,Sarah,And then it started raining again at the end of that.
00:02:49,Sarah,And I'm from Colorado and the only thing I could think of the whole year was why in the world did I pick the middle of the Midwest.
00:02:57,Sarah,But it was
00:02:59,Sarah,It was still amazing.
00:02:59,Sarah,"Like everything about that, other than I was completely and totally unprepared for the weather and the worms."
00:03:09,Sarah,We don't have anywhere near as big of earthworms and they don't live on our sidewalks because we don't get enough rain to saturate the ground.
00:03:17,Sarah,So that was startlingly different.
00:03:23,Sarah,But that's probably my first
00:03:30,Sarah,full freshman year perception other than it is really hard to go from being really smart in a very small town to get in and then everybody is equally as smart when you get here.
00:03:43,Sarah,So that was also a substantial adjustment.
00:03:50,Sarah,"So what particular, do you have particular prompts?"
00:03:55,Mariposa,"Yeah, they're all very general, all"
00:03:59,Mariposa,Some different categories of things.
00:04:01,Mariposa,"First I can ask, what did you end up studying?"
00:04:03,Sarah,"Oh, I studied biology."
00:04:09,Sarah,"Like I said, I wanted to be, thought I was going to be pre-med and go to med school."
00:04:14,Sarah,So I did all of the pre-med requirements.
00:04:23,Sarah,did more of a biology focus in cell.
00:04:27,Sarah,So I took quite a few classes from Chuck Sullivan and Bruce Foyles.
00:04:32,Sarah,"I do remember, so we took his virology class and he had just finished writing his virology textbook and we got extra credit points for every mistake we found."
00:04:44,Sarah,"So everybody in the class, that is one way to get students to read your textbook."
00:04:52,Sarah,And so I still have that textbook.
00:04:54,Sarah,It's on my shelf.
00:04:56,Sarah,And there are not very many mistakes.
00:05:01,Sarah,So I did that.
00:05:05,Sarah,"After I finished my first year in biology, Chuck Sullivan asked me if I wanted to be an intro bio lab TA."
00:05:18,Sarah,And so I was
00:05:20,Sarah,"TA for first semester biology for the next three years and help set up labs and did that and really, really enjoyed it."
00:05:30,Sarah,I was also a student athletic trainer on campus.
00:05:33,Sarah,Those were my 2 campus jobs.
00:05:35,Sarah,"I don't know if we were supposed to have two campus jobs at that time, but I did."
00:05:41,Sarah,I don't know if you still can have two campus jobs.
00:05:44,Mariposa,"Yeah, I know some people with four."
00:05:49,Sarah,"Also, I worked with Cilla."
00:05:52,Sarah,I actually do not know her entire name.
00:05:54,Sarah,I do.
00:05:54,Sarah,I think so.
00:05:57,Sarah,But she was the athletic trainer for decades upon decades.
00:06:02,Sarah,"And got a job working at, yeah, so I did that actually for seven and a half of my 8 semesters."
00:06:12,Sarah,"My on-campus job that I was assigned to was the dining hall, quad dining hall."
00:06:17,Sarah,And after like the first
00:06:20,Sarah,bless you.
00:06:20,Sarah,"The first two days of salad bar, I was like, I don't think I want to do this job."
00:06:29,Sarah,So I did biology.
00:06:32,Sarah,"My tutorial was ancient Greek humanities with Lalonde, I believe, possibly."
00:06:47,Sarah,"which then I also took Latin from Professor Phillips, Ed Phillips, and that was spectacular."
00:06:55,Sarah,"I never thought I would enjoy a dead language, but he was a phenomenal professor."
00:07:00,Sarah,"And later, because I took that class, I went to Greece for a spring break study tour, which was amazing."
00:07:08,Sarah,So I did not go abroad for a study abroad.
00:07:12,Sarah,"I just went, the only abroad that I did was that particular"
00:07:17,Sarah,spring break.
00:07:19,Sarah,But yeah.
00:07:21,Sarah,And I am not a biologist now.
00:07:24,Sarah,"I'm a non-practicing scientist, I guess, if you want to say that."
00:07:34,Sarah,"Yeah, I did not end up going to med school."
00:07:36,Sarah,I decided my junior year when I took genetics and physics 2 and organic 2
00:07:45,Sarah,all at the same time that I didn't enjoy the way that felt.
00:07:48,Sarah,And that was what I envisioned med school to be like.
00:07:52,Sarah,And that I didn't want to do that for so many years and changed my major.
00:07:59,Sarah,"Well, not changed my major, but changed my mind on what I wanted to do."
00:08:01,Sarah,And then I had no idea what I wanted to do after that.
00:08:05,Sarah,So yeah.
00:08:08,Mariposa,"Well, what did you end up figuring out about what to do?"
00:08:12,Sarah,So I
00:08:15,Sarah,I actually had no idea.
00:08:17,Sarah,"When you think you want to be something from 12 to 21, you don't prepare for anything else."
00:08:25,Sarah,"And so I had a boyfriend for three of those years, not a Grinnellian."
00:08:34,Sarah,And
00:08:37,Sarah,"We, it sounds so trite, like it still to me sounds horrible to be like, I was like, I don't know what I want to go to grad school in."
00:08:45,Sarah,I actually don't like microscopes either.
00:08:47,Sarah,And so we got married and I ended up working in clinical research.
00:08:52,Sarah,"So I worked for a clinical research organization and we did contract studies for dermatology, phase one through four clinical trials and lots of cosmetic safety, efficacy."
00:09:06,Sarah,"over the counter claim substantiation that's required for labeling on products and have been doing science the whole time, just not academic science."
00:09:21,Sarah,"So yeah, and now I'm a manager."
00:09:24,Sarah,So I do research integrity along with managing biosafety and safety.
00:09:31,Sarah,I cooks and IBC and that sort of thing.
00:09:37,Mariposa,What other things were you involved with or what groups or activities were you involved with on campus?
00:09:42,Sarah,"So my freshman year, I lived, the RA for my floor, if they're still called RAs, was the president of the juggling club."
00:09:56,Sarah,And so I was in the juggling club and I learned how to juggle both balls and clubs.
00:10:05,Sarah,And we would meet out in the middle of Mac Field and juggle at midnight a couple times a week.
00:10:15,Sarah,"And I learned how to juggle against, because that's how you learn not to move your hands back and forth, against the walls of the science building."
00:10:24,Sarah,So we would stand outside of a brick wall because you bark your knuckles if you reached into the wall.
00:10:32,Sarah,And so we did that.
00:10:35,Sarah,I never learned how to fire juggle.
00:10:38,Sarah,"One of, I think it was Jonathan who did a bunch of fire juggling and would do it at special Grinnell events, that sort of thing, which was super cool."
00:10:47,Sarah,I played a lot of ultimate frisbee.
00:10:50,Sarah,"In fact, I played so much ultimate Frisbee and the sun came out a little bit in the spring of my freshman year that I got a C in second semester biology and realized I needed to study more."
00:11:05,Sarah,And I played tennis and Dee Fairchild was the tennis coach at that time.
00:11:13,Sarah,She was also the athletic director.
00:11:16,Sarah,And then I
00:11:18,Sarah,My sophomore year I joined the swim team and it was Ray Obermiller's last year as swim coach when we had the pack and he had the pool.
00:11:29,Sarah,I think the other pool is also in the Natatorium is named after him as well.
00:11:34,Sarah,"So his last year and then Aaron Hurley's first two years as a coach, which was pretty spectacular."
00:11:41,Sarah,So to get to
00:11:44,Sarah,swim for both of them.
00:11:45,Sarah,So it's bullets.
00:11:46,Sarah,Wow.
00:11:47,Sarah,And I don't know if I was in any other any other clubs.
00:12:01,Sarah,"Yeah, I lived I lived in Reed my freshman year."
00:12:05,Sarah,I lived in Smith.
00:12:08,Sarah,first semester of my sophomore year and then had knee surgery and ended up on third floor main because I couldn't go upstairs.
00:12:15,Sarah,"And at that time, I don't know if it still is, but third floor main was a heavy user floor and people would"
00:12:27,Sarah,which I was not.
00:12:28,Sarah,"It was just really funny, but super polite."
00:12:31,Sarah,"And people would come by my room and be like, we're going to have a pot party this weekend in case, like you're sensitive or whatever and you don't want to be here."
00:12:39,Sarah,"We're just letting you know, which I thought was hilarious."
00:12:46,Sarah,And then I lived in Yonker and then I lived off campus my senior year.
00:12:52,Sarah,So.
00:12:54,Mariposa,Where off campus did you live?
00:12:56,Sarah,"So the current, maybe Broad Street."
00:13:00,Sarah,"So the current yellow house with the overgrown all natural yard that's across the street, maybe not quite from Herrick."
00:13:14,Sarah,Maybe right across the street from Herrick.
00:13:15,Mariposa,Macy House.
00:13:16,Sarah,"Yeah, one house behind that across the street."
00:13:19,Sarah,I think it's now blue.
00:13:20,Sarah,It used to be white.
00:13:22,Sarah,We lived in the upstairs.
00:13:23,Sarah,"apartment, myself, Sarah Shane, who played soccer, who's now August Shane, and Matt Crimmins, who is a physics major in his junior year."
00:13:39,Sarah,"And so we, the three of us, lived in that particular apartment."
00:13:43,Sarah,I think he lived there also his senior year.
00:13:46,Sarah,But it was my senior year
00:13:49,Sarah,It was really nice to live off campus.
00:13:51,Sarah,I quite enjoyed it.
00:13:53,Sarah,I got to have a much smaller meal plan.
00:13:57,Sarah,"And I worked a bunch more hours in the student training room, and so I wasn't rushing to close the room to get to dinner before the dining hall closed."
00:14:07,Sarah,And that was also the year that we had negative 60 degrees winds.
00:14:15,Sarah,for like a week and classes were actually canceled.
00:14:18,Sarah,Wow.
00:14:19,Sarah,Because people were not supposed to be outside at all.
00:14:22,Sarah,"And obviously, I mean, while the loges will protect you a little bit, you can't get to any of the buildings."
00:14:28,Sarah,to have class.
00:14:28,Sarah,"And the professors there, I would assume it's still that way."
00:14:31,Sarah,There are some professors that live in Iowa City and some that live in Des Moines.
00:14:35,Sarah,And so they weren't supposed to be driving on the interstate in minus 60 degree weather either.
00:14:39,Sarah,"So we got a free week of school that year, but we couldn't go anywhere."
00:14:46,Sarah,So that was really nice to be off campus for that particular thing because we had food in our house.
00:14:53,Mariposa,I see.
00:14:55,Sarah,Yeah.
00:14:56,Sarah,So.
00:14:57,Mariposa,"Wow, yeah."
00:15:01,Mariposa,there's some interesting situations with off-campus housing right now and residence life and a lot of pushback with that.
00:15:10,Mariposa,I'd love to talk about later.
00:15:14,Sarah,I didn't know as many people lived off campus back then.
00:15:19,Sarah,I was
00:15:22,Sarah,"There's probably a thing, there probably were people who were way more observant than I was, but I don't know that that's necessarily true."
00:15:31,Sarah,"I think maybe those of us in the early 90s, early to mid 90s,"
00:15:39,Sarah,"Without the advent of social media, the only way you knew what was going on is you had to know somebody and or it had to be posted on a poster that was somewhere."
00:15:50,Sarah,And so there's just so much less inundation with information.
00:15:54,Sarah,You could just be sort of blissfully unaware all of the time.
00:15:58,Sarah,"I do know that there were, even back then, there were concerns about off-campus housing and especially things like unsanctioned football house,"
00:16:08,Sarah,"that I know at a party that I may or may not have been at where everybody jumped up and down so much to one of the songs, possibly jump, that we broke the beams under the floor and they had to condemn the house until the floor could be fixed."
00:16:27,Sarah,"Because we had obviously broken fire code and there, I don't know, there's probably a ton of weight on that floor jumping up and down."
00:16:36,Mariposa,That's so crazy.
00:16:39,Mariposa,the same thing happened again two years ago.
00:16:42,Mariposa,My first year I heard of a party at football house where someone broke the floor.
