timestamp,speaker,words
00:00:00,Mariposa,All right.
00:00:01,Mariposa,Yeah.
00:00:01,Mariposa,So I'm Mariposa.
00:00:03,Mariposa,It's nice to meet you.
00:00:04,Mariposa,"I'm the class of 27, so I'm graduating next year."
00:00:07,Mariposa,And what's your name and class here?
00:00:09,Miranda,My name is Miranda Pratt and I am in the class of 1972.
00:00:18,Mariposa,"Yeah, so."
00:00:18,Mariposa,"yeah, so registering by registering on paper in Darby Gym."
00:00:24,Miranda,"Oh, no, it was, we had, I think they were just,"
00:00:29,Miranda,"old-fashioned, I don't think they were even punch cards yet."
00:00:34,Miranda,It was just an individual card.
00:00:37,Miranda,"So they had, the class had a limit of 25 people."
00:00:41,Miranda,They had 25 cards that they gave out to the 1st 25 people who came.
00:00:46,Miranda,"And because freshmen registered last, the courses that I thought I was"
00:00:52,Miranda,going to take that I had thought about taking.
00:00:55,Miranda,"They were all full, except for, of course, the humanities, but I ended up with a humanities class that was like 8 in the morning, and I was not a morning person."
00:01:07,Miranda,It was interesting.
00:01:09,Miranda,And my first year was the first year they had integrated North and South Campus.
00:01:15,Miranda,And so I think that made a huge change in a lot of things.
00:01:20,Miranda,"So talking to Chris, who started with Langan Hall and North Campus was all men, and a lot of the sort of traditions for each hall just completely disappeared because"
00:01:37,Miranda,"they were, some of the halls stayed male or female."
00:01:43,Miranda,They didn't integrate them co-ed by campus.
00:01:48,Miranda,"So I was in James Hall, and it was all women, but on either side were Haynes and Reed, which were men."
00:01:59,Miranda,"And so Haynes and Reed had been women before, so there were no traditions there."
00:02:08,Miranda,And it was an interesting time because it was 1968.
00:02:17,Miranda,"And 1968 had, Martin Luther King and Robert F."
00:02:24,Miranda,Kennedy and assassinations and the reaction to those assassinations.
00:02:31,Miranda,And it was just a time of a lot of
00:02:34,Miranda,upheaval.
00:02:35,Miranda,"And it seems like a lot of the first-year students, at least, were bringing that upheaval with them to campus."
00:02:46,Miranda,"And yeah, it was sort of a revolutionary time."
00:02:52,Miranda,"And I remember having a conversation in my, there was a"
00:02:57,Miranda,"a two-semester sequence called Science 1 and Science 2, where they blended biology and chemistry and physics and spread it across 2 semesters."
00:03:07,Miranda,"I'm not sure that was the best idea, but they did it anyway."
00:03:12,Miranda,"And there was one lab meeting where we just talked about, well, what's the relevance of all this?"
00:03:18,Miranda,And relevance was the watch word.
00:03:23,Miranda,And
00:03:25,Miranda,"After I left Grinnell, I went on to the University of Iowa and got a PhD and then taught."
00:03:32,Miranda,And I was always making comparisons to how is it for those students compared to my undergraduate experience.
00:03:41,Miranda,And I always appreciated the opportunities that I was afforded.
00:03:48,Miranda,And part of it was that I was a psychology major and
00:03:55,Miranda,There was one person in the psych department who was doing research.
00:04:01,Miranda,And most of the other folk were just sort of resting on their laurels or didn't have an active research anything.
00:04:14,Miranda,But they encouraged people to do research.
00:04:17,Miranda,So you could do whatever you wanted.
00:04:20,Miranda,"And for my research methods,"
00:04:23,Miranda,"class, I designed a project that would have been a master's thesis or a doctoral dissertation in any other place."
00:04:41,Miranda,And this was before there were computers.
00:04:45,Miranda,So I had
00:04:46,Miranda,"A3 level, a two by two by two design, which is, what's your major?"
00:04:52,Mariposa,Anthropology.
00:04:53,Miranda,"Anthropology, okay."
00:04:54,Miranda,"So it's a two by two by two design using psychophysiological measures, because we happen to have a graph, polygraph right there in the building, and an alcohol, real not, and expectation of alcohol or not."
00:05:13,Miranda,There was no IRB.
