timestamp,speaker,words
00:00:00,Luke,And we can start.
00:00:01,Tamar,Yeah.
00:00:02,Luke,Okay.
00:00:03,Luke,"So first off, what is your full name and what year did you graduate?"
00:00:06,Tamar,"So I, sorry, my name is Tamar Nyman Lasky."
00:00:14,Tamar,"Nyman is the name, my maiden name, which is kind of speaks to my, I was going to talk about how things have changed."
00:00:23,Tamar,I got married right after college.
00:00:26,Tamar,"and married my college boyfriend who came to Grinnell, but we divorced in 2000."
00:00:34,Luke,I see.
00:00:35,Tamar,I graduated in 76.
00:00:38,Luke,Nice.
00:00:39,Luke,Awesome.
00:00:41,Luke,"And for the recording, this is Luke Grobaugh, class of 2029."
00:00:45,Luke,So right now I'm the second year.
00:00:47,Luke,"So first off, just some basic questions, but how was the campus when you were here?"
00:00:52,Tamar,It was quite different.
00:00:54,Tamar,I feel like everything is different and new.
00:00:57,Luke,"Yeah, What specific buildings do you remember being added?"
00:01:02,Tamar,"So everything, those buildings were completely added."
00:01:06,Tamar,"The building we're in, the building over there, was a new PE complex, but not new compared to what you've got now."
00:01:16,Tamar,"It was just built in 70, maybe 71 or 70."
00:01:21,Luke,Yeah.
00:01:22,Tamar,"And I think the science building was still here, but it was smaller."
00:01:34,Tamar,"And the forum was still used, in use."
00:01:38,Luke,Yeah.
00:01:39,Luke,"Speaking of the forum, I'm sure a lot of interesting things happened at the forum in your day."
00:01:43,Tamar,Yeah.
00:01:44,Luke,So do you have any really interesting memories you'd like to talk about?
00:01:46,Luke,"And by the way, I just want to be clear, this is like"
00:01:48,Luke,completely like free-form interview.
00:01:50,Luke,You can talk about whatever you want.
00:01:52,Tamar,So I was going to talk about two things.
00:01:56,Tamar,"One, which is the way our group, our year, 76, was kind of in between two times at Grinnell, the time before."
00:02:09,Tamar,and the time after.
00:02:11,Tamar,We were in this like period of time where a lot of things were changing on campus and in the United States and in the world.
00:02:21,Tamar,And then I was going to talk a little bit about the role of women and what I saw here as a female student.
00:02:30,Tamar,"And so when I first came to Grinnell, I went over to the PE complex, which is right where your new"
00:02:38,Tamar,new PE complexes.
00:02:40,Tamar,And there was a whirlpool and women were not allowed in the whirlpool.
00:02:47,Luke,Interesting.
00:02:48,Tamar,"Yeah, because there was no reason."
00:02:50,Tamar,"We were just told, I forget what we were told, even that women don't need it or we don't exercise enough to get tired."
00:03:04,Tamar,And
00:03:07,Tamar,I remember my boyfriend telling me about the Whirlpool and I was kind of curious about it.
00:03:13,Tamar,And that was it.
00:03:15,Tamar,Title IX changed that.
00:03:18,Tamar,"Yeah, It was a real change to be able to go to the Whirlpool."
00:03:23,Luke,"Yeah, that is pretty exciting."
00:03:27,Tamar,"Yeah, it's kind of amazing because it's concrete."
00:03:30,Luke,Yeah.
00:03:31,Tamar,It's very specific.
00:03:33,Tamar,And
00:03:36,Tamar,"When I went into my biology class in this first, second year, I mean the second semester, the follow-up, the first year, we didn't have like an inside lab."
00:03:51,Tamar,"In the second, there was Bio 1 and Bio 2, and in Bio 2, we had a lab, and there were way more boys than girls."
00:04:02,Tamar,"There were like,"
00:04:05,Tamar,guys in my class out of 24.
00:04:10,Tamar,So there were only four girls.
00:04:12,Speaker 3,"Oh, wow."
00:04:14,Speaker 3,Interesting.
00:04:15,Tamar,Yep.
00:04:16,Tamar,So there were very specific ways that I could tell that the female role was changing.
00:04:26,Tamar,"We had a new professor, maybe my sophomore or junior year, who was a woman, Irene Jones, and she might have been the second woman on the faculty."
00:04:42,Tamar,in the biology department.
00:04:44,Tamar,"And she was, she mentioned, and it kind of struck in my head, made a big impression on me, that she was the first woman in Grinnell to ever buy a house in her own name."
00:04:58,Speaker 3,"Oh, wow."
00:05:01,Tamar,"And I had the exact reaction, like, wow."
00:05:05,Speaker 3,Yeah.
00:05:06,Tamar,"It's kind of something to think about, like all the"
00:05:11,Tamar,"legislation about credit and credit cards and mortgages that had seemed very abstract, which I really hadn't followed or paid attention to, really translated into a person, a woman being able to buy her own house in her own name."
00:05:28,Luke,Yeah.
00:05:31,Luke,How common was that back in that day?
00:05:33,Tamar,It wasn't.
00:05:34,Tamar,She was.
00:05:35,Luke,"Even by, or just even by all standards, not just Grinnell standards."
00:05:39,Luke,That just like didn't happen.
00:05:41,Tamar,It wasn't allowed anywhere.
00:05:43,Luke,"Oh, I see."
00:05:45,Tamar,"So there was, like, women were not allowed to have credit cards."
00:05:49,Tamar,Women were not allowed to write loan applications or mortgage applications.
00:05:56,Luke,Very interesting.
00:05:58,Tamar,And
00:06:00,Tamar,I'm mentioning it just for the specific reason because you don't know this.
00:06:05,Luke,"Oh yeah, I had no idea."
00:06:06,Tamar,"Yeah, and I don't think people did know about it or knew about it."
00:06:11,Tamar,I don't think we made as much a fuss over Professor Jones as we should have.
00:06:20,Tamar,But she mentioned it in front of the class about her experience of house hunting and buying a house.
00:06:28,Tamar,"And it stuck in my mind as, wow, that's amazing."
00:06:33,Speaker 3,"Yeah, wow."
00:06:34,Tamar,Yeah.
00:06:35,Tamar,"I don't know if, you know, I'm sure it was happening in other parts of the country, but Grinnell is a small town, so you can really know when you're the first to do something."
00:06:47,Tamar,And there were girls who had boyfriends who hit them.
00:06:54,Tamar,And that would not happen now.
00:06:57,Tamar,We would not
00:06:58,Tamar,stand for it.
00:07:01,Tamar,was kind of common.
00:07:03,Tamar,I don't know if it was common.
00:07:06,Tamar,"I can't really say like how many girls had boyfriends who hit them, but it didn't really raise eyebrows."
00:07:15,Tamar,"It kind of was like,"
00:07:18,Tamar,"we went tsk, tsk, tsk."
00:07:20,Tamar,"That's kind of sad, but we didn't say she should stand up to him, she should report him, we should get him to go for counseling, anything, and more active."
00:07:33,Tamar,And the other thing that happened at that time that
00:07:45,Tamar,probably doesn't happen now is there were a lot of girls who dated professors.
00:07:49,Luke,"Oh, interesting."
00:07:50,Tamar,Yeah.
00:07:51,Luke,Talk more about that.
00:07:54,Tamar,"So, sorry, what?"
00:07:56,Luke,Speak more about that.
00:07:56,Luke,That's very interesting.
00:07:57,Tamar,"So I don't know if it's a lot, but I knew a few and it was the same kind of thing."
00:08:04,Tamar,I knew one girl who was engaged to a professor.
00:08:09,Tamar,"Unfortunately, there was an auto accident."
00:08:12,Tamar,He was killed.
00:08:14,Tamar,"Anyway,"
00:08:16,Tamar,"That's probably, I don't want to say more because it could identify her."
00:08:22,Tamar,"But we didn't think like, gosh, they shouldn't go out with professors."
00:08:30,Tamar,That's an unequal relationship.
00:08:32,Tamar,"We just thought, some people do that."
00:08:34,Tamar,It was kind of like with the guys who hid their girlfriends.
00:08:40,Tamar,"It was just, that's the way some people are."
00:08:43,Luke,Yeah.
00:08:44,Tamar,"And so I think there were girls who were trying to change things and women, even when I use the word girls, I feel like it's the wrong word, but we didn't use the word women, or maybe we did for the women's dorms."
00:09:02,Tamar,We talked about the women's dorms.
00:09:04,Tamar,"When I came to Grinnell, the dorms had just gone co-ed."
00:09:09,Tamar,So I was in Reed Hall and
00:09:13,Tamar,"there were, the floors were single sex by floor."
00:09:17,Tamar,"So it was guys on the third floor, girls on the 2nd floor, guys on the 1st floor, and then girls in the basement."
00:09:26,Tamar,"And I heard that beforehand, all of South Campus had been female."
00:09:34,Tamar,And that there had been like sit-down dinners in
00:09:40,Tamar,in the dining room.
00:09:42,Luke,Is this in the old dining hall?
00:09:43,Tamar,Yeah.
00:09:45,Tamar,"And that girls had like visiting rules, like guys could only come in the rooms until whatever, 10 o'clock at night."
00:09:58,Tamar,"I don't remember the time, but they were kicked out and so forth."
00:10:03,Tamar,So we were like breaking the barriers.
00:10:07,Luke,Yeah.
00:10:08,Tamar,"Because we could, we had open visiting and no rules and no house mothers."
00:10:16,Tamar,And I don't think our age group handled it very well.
00:10:23,Tamar,"I don't think, there was a lot of freedom without much direction or clarity, what to do, how to behave."
00:10:33,Tamar,And I think future generations kind of
00:10:39,Tamar,Made.
00:10:40,Tamar,a little bit better order out of things.
00:10:44,Tamar,But I don't know.
00:10:46,Luke,"I see, in terms of like what women should do with their new ability to make decisions for themselves."
00:10:53,Tamar,"Right, with the freedoms, with the freedoms to interact, the freedoms to pursue academic"
00:11:07,Tamar,"interests, the freedoms to pursue athletic interests, and ultimately the freedoms to pursue financial directions or careers."
00:11:20,Tamar,Like we weren't given very much career advice.
00:11:23,Luke,"Yeah, that must have made it relatively difficult to."
00:11:28,Tamar,I think it was.
00:11:29,Tamar,I don't think I don't think we acknowledge it enough.
00:11:34,Tamar,The big change for women
00:11:38,Tamar,"I mean, there was a change for men as well."
