timestamp,speaker,words
00:00:00,Mariposa,Recording.
00:00:01,Mariposa,So I'm Mariposa.
00:00:02,Mariposa,Nice to meet you.
00:00:04,Mariposa,"And I'm the class of 2027, so I'm graduating next year."
00:00:07,Joan,Good for you.
00:00:09,Mariposa,And what's your name and class here for the recording?
00:00:11,Joan,My name is Joan Markert.
00:00:12,Joan,I was class of 69.
00:00:15,Joan,And I came here from Illinois.
00:00:18,Joan,"Thankfully, my mother decided that something like the University of Illinois would be way too big."
00:00:24,Joan,I would be a number and that wouldn't be helpful.
00:00:28,Joan,"So we looked at several colleges, and Grinnell was one of the two that made the most impression on me."
00:00:34,Joan,"The other one being Oberlin, they didn't want me."
00:00:37,Joan,Shame on them.
00:00:39,Joan,But the thing I was looking for primarily was the theater.
00:00:45,Joan,I was interested in being a theater major.
00:00:47,Joan,"I thought I wanted to be an actress, but that lasted about a week and a half."
00:00:56,Joan,"When we came in,"
00:00:58,Joan,they had a meeting of people who were interested in the theater.
00:01:02,Joan,"And at that meeting, they asked us to sign up for crews and that sort of thing."
00:01:09,Joan,"And I looked at, I think, 2 crews that I hadn't been a part of when I was in high school."
00:01:15,Joan,"One was lighting, and I can't remember what the other one was."
00:01:20,Joan,"Might have been makeup, but anyway, the guy who was the head of the lighting area at that time,"
00:01:27,Joan,was a physics major.
00:01:30,Joan,"But he called and said, could you come help me do lights?"
00:01:33,Joan,"And I had not done lights before, so I learned very quickly."
00:01:38,Joan,I used to be able to carry a Lico up the ladder of Robert's Theater.
00:01:45,Joan,The ladder is steel and it's hooked to the wall.
00:01:49,Joan,And I could carry an instrument up that ladder.
00:01:54,Joan,Not anymore.
00:01:55,Joan,"But anyway, I started doing lighting after I was the crew, and then after the first year, he decided that he should concentrate on his major."
00:02:08,Joan,"So I got to take over the lighting crew, which became my work-study position."
00:02:17,Joan,"And in the course of doing that, there were some fun times."
00:02:22,Joan,I think it was...
00:02:25,Joan,"Senior year, we did a production of The Boyfriend, the musical."
00:02:32,Joan,"And the director was mumbling about, didn't know what he wanted to do for a set."
00:02:38,Joan,And we had a great big frame that I stretched brown paper on and cut out patterns in it and used lighting gel to make colors of it.
00:02:55,Joan,so that we had a background for the three scenes that were in the play.
00:03:04,Joan,"And he came in at one point when I was working on one of the scenes, and he said, oh, wow, I like that."
00:03:13,Joan,So we got our background.
00:03:16,Joan,"And another time we were doing Arthur Miller's After the Fall, and I was doing lighting."
00:03:23,Joan,"The lighting board was an old rheostat board with dimmers that you pulled up and down, and then sub-dimmers that you could set so that as you pulled up the main dimmer, the sets of, I think there were three dimmers per each main dimmer, and the lights would come up on those three dimmers."
00:03:45,Joan,"The play is such that it's a memory piece, so seemingly."
00:03:52,Joan,"with a main actor, a character by the name of Quentin, who is remembering his life."
00:03:59,Joan,And it was just a stage set of platforms.
00:04:04,Joan,"And I had lit each platform so that when the scene was on that platform, we could use it."
00:04:11,Joan,Or I could light it.
00:04:13,Joan,"And I had a helper, and I said at one point, OK, clear all the sub-dimmers."
00:04:21,Joan,"I didn't say except, and I don't remember which one it was, but it was the one that had the spotlights on it, which was the only light on the stage at that point in time."
00:04:31,Joan,"Well, he cleared everything."
00:04:32,Joan,I dove across the light booth and got that dimmer up very quickly.
00:04:39,Joan,So that was a fun experience.
00:04:43,Joan,I think Ken Hicks was playing Quentin.
00:04:48,Joan,"He didn't yell at me afterwards, for which I was grateful."
00:04:53,Joan,"Another lighting experience I had, which was totally coincidental, we had a big super convocation that there were a lot of notable people from around the country."
00:05:10,Joan,people like Dan Rather and Walter Cronkite.
00:05:13,Joan,"I don't know that they were here, but people of that caliber were doing a seminar on collecting and reading the news on television and just a lot of that sort of thing."
00:05:28,Joan,But there were also a lot of musicians.
00:05:30,Joan,"And one of the groups that I got to light, I"
00:05:37,Joan,I turned on the lights at the beginning of the concert.
00:05:40,Joan,"I turned off the lights at the end of the concert, but I had to be there."
00:05:43,Joan,But one of the groups was Lil Hardin Armstrong and her jazz group.
00:05:48,Joan,She was the wife of Louis Armstrong.
00:05:51,Joan,"And he came to play for, I think that was a fall event, and he came to play for the big dance at the end of it."
00:06:04,Joan,I didn't go because I didn't have a date.
00:06:06,Joan,"I thought, well, I can see him anytime."
00:06:09,Joan,"No, he died the next year."
00:06:12,Joan,"So it was just, you know, I've kicked myself ever since."
00:06:21,Joan,But one of the things I discovered while I was doing lighting the first year was that there was a folk dance group here.
00:06:29,Joan,And you could get your PE credit by doing folk dancing.
00:06:34,Joan,which sounded a lot more fun than doing basketball or baseball.
00:06:38,Joan,I had already signed up for bowling because my father was a bowler.
00:06:43,Joan,"And I thought, well, if I learn a little bit about bowling and he wants to go bowling, I can go with him."
00:06:50,Joan,But folk dancing sounded a lot more fun.
00:06:53,Joan,So I started going to the folk dance group and we would dance like crazy on Sunday afternoons and ache like crazy on Monday.
00:07:02,Joan,And
00:07:03,Joan,"It was either Tuesday or Wednesday, I can't remember which, we had an evening session, mostly for the more advanced dancers."
00:07:10,Joan,And we would learn other new dances at that point.
00:07:16,Joan,And then we would have a concert in the spring for which we made all our own costumes.
00:07:24,Joan,"And the girls would make the costumes for the guys because, strangely, guys don't know a great deal about sewing."
00:07:31,Joan,But
00:07:32,Joan,I still have a couple of the costumes.
00:07:34,Joan,"I know I had worked, or I worked during the time that I was here, summers I would go out to Yellowstone and work."
00:07:44,Joan,"And one of the vests I made, I did an embroidery of Yellowstone Lake with a mountain beyond it."
00:07:54,Joan,It's still kicking around Pittsburgh somewhere.
