timestamp,speaker,words
00:00:01,Mariposa,"Hello. My name is Mariposa. Thank you for doing the project. I am class of 2027, so I graduate next year."
00:00:10,Mike,"My name is Mike Daley and I’m class of 1972. Opposite of 27. Yep. Gee, I'll talk about Grinnell. So I went to a military boarding school in Minnesota, a place called Shadow St. Mary's at the time. And there were several of my fellow students there who had done the Shadock to Grinnell transition. And one of them was a guy from Burlington, Iowa called, his name was John Secret. And John was a swimmer and he was a breaststroker and I was a breaststroker at the time at this school. And so when I came time to look at colleges, John had, he was one year ahead of me, he's a class of 71. And John had come here and he'd liked it. He told me about this great coach and a new program. And so I said, okay, I'll look at it. I was also looking at Carlton and St. Olaf because they were nearby and I knew the schools, I knew they had good academic reputations."
00:01:29,Mike,"But in my senior year, March of my senior year, the conference swimming for the Midwest Conference was held at St. Olaf, which is about 20 miles away from the schools. So I went there and talked to this guy named Ray Obermeller, who was the coach. He'd just been coaching about three or four years here. And I really liked him a lot. The team was in the bottom half of the conference, but it was clear that they had great passion about what they were doing and I really liked this guy Overmiller. I didn't have such a great feeling about the coaches either at St. Over Carlton. So I made the decision to come here and I did it sight unseen. I would tell you that right over between loose and the railroad tracks, there used to be a pool there. And I'm glad I didn't come to see that because it was about as big as this room."
00:02:32,Mariposa,"Oh, wow."
00:02:33,Mike,"It was a small three and a half lanes I'd say and 20 yards. It had an indent in the ceiling that the divers could go up into, drop down in the pool. It was built in 1926 as a temporary structure. So anyway, I came and we had a great team. My second year freshman couldn't compete on the varsity level until a few years after I came. So my sophomore year we did really well and won the conference meeting and that was one of the times in my life that I really felt like the work had paid off."
00:03:19,Mike,"Academically for me and in retrospect, I really didn't take advantage of all that was here. I was just trying to get through and it wasn't about the process. It was more about the end goal and over my lifetime I've learned that the process is a heck a lot more important than the goal. So anyway, I made it through four years, kind of a B student, continued to swim, continued to develop this relationship with his coach to sort of fast forward. He was my college swim coach. Ray O'Meara was my college swim coach and he was also the best man in my wedding."
00:04:13,Mariposa,Wow.
00:04:14,Mike,"So that tells you a lot about the impact he had on me and the support he was. It turns out that ... Yeah, I don't know how many people are going to hear this, but my folks were abusive. And so what I saw in people, particularly men as models, I sought that out all my life and one of them was Ray. There were others who were bosses or high school table and high school teacher. So that's what I sought out and to support me and continue my relationship with the college has been mostly a thread through the swimming program. I also have a connection with my class, served as a class fundraising director five years ago, but I've really tried to stay connected to the swimming program. Ray was a swim coach here for 29 years and then he retired and Aaron Hurley was a swim coach in 26 or so."
00:05:29,Mike,"So I became connected through the swim program through Aaron, knew Aaron a bunch of times."
00:05:37,Mike,"It turns out that I worked in student affairs. I was a hall director here in Luce for one year in Norris for a couple of years. And so I had lots of connections with the college. I went on and had a 27 year career in student affairs, doing students work res life work. When I was here as a hall director, I was hall director and the women's swim coach and then a career counselor in the career services office. And I stayed in student affairs for 27 years and then in 2019 I transitioned back to swim coaching as my encore career and I still do that today."
00:06:28,Mike,"The reason I tell you that is because for the last several years I've met the swim team down in Naples, Florida where they go for their training and do individual coaching with some people that the coach would give me on the side. So I've stayed connected through that. I also after the assassination of Mr. Floyd at Minneapolis, my family and I created, it's called the DEI Swim Fund and it was inspired by the swim team, which created their own anti-racism plan, which I was, wow, this is very, very cool. And I did want to give a large gift to the school, but I didn't have a target for it, but they've created that target. So this DEI fund supports inclusion and diversity in the swim program allows that vision for anti-racism to be continued and supported institutionally from the fund. And so that's my connection right now."
00:07:46,Mike,"There's the third coach just started two years ago. It turns out that he happened to be an assistant coach at Hope College, which is the college of my town. I live in Holland, Michigan, and hope is there. And so he got recruited to come here, which was an irony of Arne's and I think he's doing a terrific job, really young guy, but I think he's got the right instincts and he's continued to have a program that was successful in terms of student development and performance, which is my belief about what Grinnell Athletics is about."
00:08:34,Mike,"What else can I tell you about Grinnell? I come back twice a year usually, one in the fall for the fall, parents and athletic weekend and then once at the conference meet in the spring in February, which has always held here because of the pool. And one of the reasons I come back is to see what students are doing, what they're thinking, what they're experiencing as a grenelian. And I always am impressed and blown away and feel really good about the students that are going out of the world from this school and what they're doing. And as the saying now goes, we need Grinnellians more than any time in my 75 years for sure. So yeah, I'm real proud of this place and one of my fond remembrances is there was a Grinnell alumni event in Chicago. It was, I guess maybe five, six years ago and there was this new provost had come to the school and her name was Anne Harris and she was in her first, it was in November and she was in her first semester at the school and I was requested to have dinner with her."
00:10:05,Mike,My wife and I had a great dinner with her and her enthusiasm was infectious to me.
00:10:15,Mike,"And so we formed a pretty strong relationship and I looked to leadership as an important element of what a school is going to be about and I think the leadership now is as good or better. There's probably nobody else that I would recognize as a great leader. Her and the president when I was here as a student, a guy named Glenn Leggett and Dr. Leggett between 1969, 68 and 72 was a difficult time here. And as a future administrator, I didn't realize it then, but I realized now what a daunting task it was at that time to be an administrator at this place with great intentions, but maybe not the ability to do everything you'd like to. Because my freshman year, that was the first year that there were integrated norms for my gender. And then by the time I graduated in 72 they were by room and then when I came back as a hall director, they were still doing this and that was revolutionary at the time to have men living with women."
00:11:35,Mike,"Oh my God. So there was a lot going on then and Glen who I got to know a little bit did a, I thought a pretty amazing job and a very difficult situation. And between then and now I'd admit that I didn't know the presidents and leadership and the provost as well as I did those two or did Glen and Anne, but I don't think they were as capable and as inspiring and there wasn't a whole lot of institutional movement forward. I mean, there's been a lot in the last ... Kingston was very good too. I'd have to say he was very good. I think he unleashed the power of the endowment, which has been a blessing and a curse, especially if you're trying to fundraise and your classmates say, ""Oh, you"
00:12:35,Mariposa,"Got enough money."" We hear about that a lot."
00:12:37,Mike,"Yeah. So I think the position now is that my philanthropy helps students directly and certainly it takes maybe some pressure off the endowment, but the philanthropy that I do is beneficial more directly to students. And just like my high school, I can't ever repay what this place has done for me. It's just a lifetime pursuit. So I'm philanthropically active here and at my high school boarding school too. I see."
00:13:19,Mariposa,We appreciate it. Yeah. So you said you were a hall director at Luz?
00:13:28,Mike,"Yeah. I graduated from Grinnell. I did what I considered a gap year. It wasn't called then, not then, but I did a year and a half teaching in Australia and traveling through Southeast Asia around Vietnam and then came back and went, got a master's degree at Northwestern and then came back here as a hall director, first year at Luci and then I was moved over to Norris. Yeah."
00:13:59,Mariposa,What did that position look like at the time? Because residence life and everything around the dorms has changed a lot over the years.
00:14:04,Mike,Yeah. I'm still trying to find out it seemed like a crisis of keeping residents. Are they called residents coordinator?
00:14:12,Mariposa,"Residents life coordinators,"
00:14:13,Mike,Yeah. High
00:14:14,Mariposa,Turnover.
