timestamp,speaker,words
00:00:00,Mariposa,"All right. Hello, thank you so much for coming today. My name is Mariposa and I'm in the class of 27, so I'm graduating next year."
00:00:07,Speaker 2,"Okay. Congratulations. Marcus Gottlieb, I was in the class of 1970. Yeah. It was a great time to go to school and really enjoyed my experience here at Griddle. I was going to be going to Washington University in St. Louis, but then at the last toward the end, I decided to apply to Grinnell."
00:00:42,Speaker 2,"And the reason I did that was because my brother got accepted into Oberlin College in Ohio. I went there and was having a good experience there. So I was thinking maybe a small school would be a good fit for me. So I came here. And I mean, it was a great experience. I mean, I was very happy to leave home. My parents were somewhat controlling and I was sort of a nerd in high school and just kind of was a good student and studied piano there as I was told, but it felt really good to leave home and come here. It felt a lot of freedom. It felt nice. Now I come here and the campus doesn't look anything like what it did when I went to school here. And I really enjoy these reunions, but I'm thinking the thing about these reunions is that not ... So last time I was here was like five years ago and I think something like that."
00:02:24,Speaker 2,And generally the same classmates come. There aren't any really new people that come here.
00:02:32,Speaker 2,"I think about the other people I might want to see from my class and obviously they don't have any interest in coming here, which is too bad. It's really nice to come and visit with people and the campus is amazing. The buildings are state of the art and it's like if I had a kid that was going to school, I think I would probably really try to encourage them to come here. It's really the buildings, I mean the stuff is just state of the art here and I would imagine you got a better education now than when I went to school here. But yeah, I'm really impressed by just the intelligence of the people. I meet their old classmates and stuff like that and it's really nice to see them and there's a good exchange of ideas and talks and things like that. But it's really too bad that more people don't come and I'm not sure why that is."
00:04:02,Speaker 2,"I would like to see certain people that I haven't seen but they're just not coming. So yeah, that part's too bad. I mean, I had a good experience here. I was an anthropology major. There was a lot going on. 66 to 70 was really sort of a tumultuous time in the United States and it was really nice to be able to go to school here. There was a lot of activity. It's liberal school and people were very active and I actually probably should have done more than what I did, but I didn't."
00:05:04,Speaker 2,"But it was just really a good place to go to school and I made some really nice friends and enjoyed the experience of coming here. I'm honestly not sure how much it shaped my liberal views. I mean, I was always liberal before I came here, so it was a good fit for my style of thinking. And so I'm not sure how it really influenced my direction in life. I think if I had gone to another school, I probably maybe would have ended up in the same place. But yeah, it was a good place to go to school, made a lot of really good, made some nice friends, had a good time. I mean, it was the drug revolution and stuff like that and that was fun. That was fun. Got to take a break. Take a breather. And I probably should have ... I don't really have that many people that I continue to communicate with from Grinnell, but I really enjoy coming here and seeing people."
00:06:59,Speaker 2,"It's just amazing. These buildings are just astonishing, like the natatorium is"
00:07:07,Mariposa,Just
00:07:08,Speaker 2,"Wow. I remember when we went ... I mean, you have the nanatorium, but when we went to school, when I went to school here, there was this little pool in this building, it was sort of off to the side by the girls' doors and it was just teeny little pool kind of in a dilapidated building. And so maybe the endowment wasn't the same as it is now, but it's an impressive place and I think it's amazing that people that go to school here, I mean, they get a lot more people now from our foreign countries that come here, that go to school here and that's amazing. And the fact that they'll pay your tuition for you if you can't afford it. I mean, that's fantastic. That's fantastic."
00:08:29,Speaker 2,"Yeah. So that's great. And I actually think the reputation of the school has gotten better through the years. Yeah, I tried to encourage my daughter to come here, but she ended up going to the University of Illinois in Champaign. So I don't know. It's nice to be back and it's nice to see people, old people, old friends, and it's always stimulating to come back and there are really nice classes to go to and I'm glad I went to school here. I'm glad I went to school here and it's sort of sad in some respects. I mean, people that I knew pretty well, they're now gone like about, I would say about a third of my class,"
00:09:56,Speaker 2,"People who have passed away, but it's an impressive place, activism, the involvement. There seems to be a passion. People are passionate about the world and how we can try to help it and make it a better place. I have to admit that ... Oh, this is on tape, right? Well, I mean, I was involved in the drug culture and actually it was fun and probably should have studied more than I did. I actually wanted to go to med school and I got an anthropology major, but then I decided to go to med school and I went back after I went back home to Chicago, I took courses at Northwestern and other schools and I couldn't get into med school. I was amazed and I had a good B average and I could not get into med school. And"
