timestamp,speaker,words
00:00:00,Adrienne,"Okay, so you can start by saying your name and your year."
00:00:02,Nathaniel,"Nathaniel Quance, 2001."
00:00:05,Adrienne,"Mine is Adrienne Gasaway, 2028. So we can talk about whatever you want, but just kind of to get you going, do you have anything that you're excited to talk about to start or do you want me to start asking some questions?"
00:00:20,Nathaniel,"Yeah, you can start asking questions."
00:00:21,Adrienne,"Okay, what made you choose to come to Grinnell?"
00:00:31,Nathaniel,"So the short answer is I showed up on campus and I knew immediately that I wanted to come here. Like I hadn't even taken the tour yet. My dad makes fun of me. Like we haven't even met the tour guide. We're standing, it's a long time ago now, but Mears Cottage used to be admissions and that's where the tour started from. I know it's not that anymore. And we were outside of Mears Cottage waiting for the tour to start, waiting for the tour guide."
00:00:57,Nathaniel,"And I turned to my dad and said, I'm coming here. He was like, we haven't even, like we pulled into that parking lot, like we had driven straight there. And I was like, yeah, but I can tell. How did I get here, actually? I got here because Carleton messed up. I would curse, but these are our archives. I applied to Carleton early decision, my senior year of college, and they misfiled my application. And so they didn't process me with their early decision class."
00:01:27,Nathaniel,"And so I called them a week later and was like, hey, I was supposed to hear. I don't have anything. They were very apologetic. And I had called just early enough that the lady was super nice. And she was like, everybody that would make this decision is still here. I will get them. We will review it and I will have a decision out for you. You'll have it tomorrow. I'll send it overnight. You'll have it tomorrow. Unfortunately, you won't be part of the early decision class"
00:01:56,Nathaniel,"and do all the things that at the time, this is 30 years ago, ED kids got all these not privileged, but exclusive weekend, back for admitted students and all this kind of stuff. And she's like, you wouldn't be part of that. And so I got up the next day and I was in, and I was going to send my acceptance. And my mom was like, you don't need to do that. They let you in. You can send that in May. They've already said yes. You can say yes whenever you want. You should wait."
00:02:26,Nathaniel,"And so I waited. I got into other colleges and my dad and I went on a big road trip, spring break my senior year to see all the places that I hadn't seen. And Grinnell was last. And like I said, I knew right away."
00:02:39,Adrienne,"What was it that made you like, this is where I want to go?"
00:02:43,Nathaniel,No idea.
00:02:43,Adrienne,Was it just like a feeling?
00:02:45,Nathaniel,I'm not joking. We drove because we were coming from
00:02:55,Nathaniel,"We were coming down from my second visit to Carleton, so I did a follow-up as part of that. We drove directly to Muir's Cottage on 6th. We did not loop campus or anything like that because we were within like 10 minutes of when we were supposed to, because I had scheduled a tour in advance with a couple other people that were admitted students."
00:03:20,Nathaniel,"So we drove straight there. I have no idea what it was. I got out of the car. I was standing there for three minutes in the Mears parking lot, like behind the building."
00:03:30,Adrienne,"I mean, Mears Cottage is a nice building."
