timestamp,speaker,words
00:00:01,Mariposa,"So I'm Mariposa, class of 27."
00:00:05,Mariposa,And can you give your name in class for the recording?
00:00:09,Chris,"My name is Donal, D-O-N-A-L, Christopher Wells."
00:00:12,Chris,I'm class of 1971.
00:00:15,Chris,I go by the name Chris for most people.
00:00:18,Chris,"But I would say a majority of the people at Grinnell, when I was here,"
00:00:23,Chris,didn't know my name.
00:00:25,Chris,"I was given a nickname my freshman year, first week or two, by the president of Langan Hall, John Pittman."
00:00:33,Chris,"I reminded him of a good friend of his, and that friend apparently was called Red Fox."
00:00:39,Chris,So he started calling me Red Fox.
00:00:41,Chris,Then everybody started calling me Red Fox.
00:00:43,Chris,"And for the rest of Grinnell, a lot of people just called me Fox."
00:00:48,Chris,And my classmates were surprised at graduation when I had this other name.
00:00:53,Chris,Chris Wells.
00:00:53,Chris,A lot of people had no idea.
00:00:55,Chris,Wow.
00:00:58,Chris,So anyway.
00:00:58,Mariposa,"I'm sorry, what class year did you say?"
00:01:01,Chris,71.
00:01:02,Mariposa,71.
00:01:02,Mariposa,Thank you.
00:01:03,Chris,Yeah.
00:01:04,Chris,"So 55 years, 50, what?"
00:01:08,Chris,71?
00:01:08,Chris,"You said you're 27, 56 years."
00:01:11,Mariposa,Wow.
00:01:11,Chris,Ahead of you then.
00:01:12,Chris,Yeah.
00:01:14,Mariposa,"Well, yeah, thank you so much for talking to me today."
00:01:17,Mariposa,"And yeah, if I ask any questions that you don't want to answer, feel free not to."
00:01:21,Chris,Okay.
00:01:22,Mariposa,And very excited to hear your memories and be able to keep them archived.
00:01:29,Mariposa,But is there anything that comes to mind that you want to talk about?
00:01:34,Chris,"Well, I was just having lunch with a bunch of old friends from my college days here."
00:01:41,Chris,"And I was telling them that just a week or so ago,"
00:01:48,Chris,"I invited a friend of mine who's even older than I am, believe it or not, that Arrow People, that, you know, this guy's 81."
00:01:55,Chris,But he and I hike and climb mountains together.
00:01:58,Chris,He's extremely fit.
00:01:59,Chris,He's going to go climb.
00:02:01,Chris,He's going to go do the Everest Space Camp in the fall.
00:02:04,Chris,"But anyway, somehow he had gotten through life without seeing a movie called The Graduate."
00:02:10,Chris,Have you ever seen the movie The Graduate?
00:02:11,Mariposa,Not yet.
00:02:12,Chris,Do you know anything about the movie The Graduate?
00:02:15,Chris,Dustin Hoffman was a young Ben.
00:02:17,Chris,Yeah.
00:02:18,Chris,"we watched the movie, and it's probably the 10th time I might have seen it, but I hadn't seen it in quite a long while."
00:02:24,Chris,"And after I watched it, or as I was watching it, I realized that, and I knew I was going to be doing this little oral history project, it occurred to me that movie, or at least Ben Braddock was the, Ben Braddock was the name of the character, Dustin Hoffman's character in that movie."
00:02:46,Chris,"was representative of really our time at Grinnell here, I think, in some ways, some important ways."
00:02:57,Chris,"When I arrived here, I would say that the campus, we had North Campus and South Campus."
00:03:04,Chris,"North was men, South Campus were women."
00:03:07,Chris,"And those were the dorms, the older residence halls."
00:03:11,Chris,"And I would say that a majority of the residence halls, particularly the ones on South Campus, the women's, but including some of the men's, were very fraternity-like."
00:03:21,Chris,"And that also brought with it a whole package of sort of attitudes about the world, I would say, very traditional kinds of attitudes."
00:03:30,Chris,"And Ben, who had been in this movie, who had been very successful in college and was expected to go on and do great things,"
00:03:39,Chris,"flew home from his graduation, a very troubled and uncertain sort of fellow."
00:03:47,Chris,He didn't know what he wanted to do.
00:03:50,Chris,"What he did know was he was rejecting what I think he would have called white middle class values, those of his parents and his parents' friends and so forth."
00:04:00,Chris,And that's made pretty clear in the early part of the movie.
00:04:04,Chris,The trouble with Ben was that he didn't really know what he was going to replace those with.
00:04:09,Chris,And I think that was a lot of our experience here.
00:04:11,Chris,"We were at that point in the middle of Vietnam War, and that probably informed a lot of our attitudes about a lot of things, including whether we were going to accept our parents' version of the world."
00:04:27,Chris,And so we were idealistic in a lot of ways.
00:04:29,Chris,We were silly in a lot of ways.
00:04:32,Chris,"We were, as Ben did in that movie for a summer and a little bit longer,"
00:04:39,Chris,We did things we'd never done before.
00:04:41,Chris,We started smoking and drinking and smoking dope and whatever.
00:04:46,Chris,We did all those things that you probably shouldn't do in a lot of ways.
00:04:52,Chris,But that's in part the same way with Ben.
00:04:54,Chris,He didn't really know where we were going.
00:04:56,Chris,We just knew we weren't going there or in that way.
00:05:00,Chris,"And I think that was, I was talking with my friends anyway, and I said, does that sound right to you?"
00:05:05,Chris,Was that your sort of experience?
00:05:07,Chris,"And they said,"
00:05:08,Chris,"Yeah, that's actually kind of it."
00:05:10,Chris,We knew we were rejecting some things.
00:05:14,Chris,We just really didn't often know what we were replacing them with.
00:05:17,Chris,"We thought we did at the time, probably, but we really didn't."
00:05:22,Chris,"Anyway, we all, I think, at least my friends, all kind of eventually came around, no matter which directions they went off in, good or bad, they came around and had, I think, pretty successful lives."
00:05:34,Chris,"They're not over yet, but they're getting close."
00:05:37,Chris,And I think they're mostly tried to do good in the world in some way.
00:05:45,Chris,"Small ways, big ways."
00:05:46,Chris,some people are more successful at that sort of thing than others.
00:05:50,Chris,But I think that it all worked out.
00:05:54,Chris,"But anyway, I think we were all sort of little Ben Braddocks for a while when we were at Grinnell, at least that era."
00:06:04,Chris,And I don't know when that era started.
00:06:05,Chris,"I think Peter Coyote's, do you know Peter Coyote?"
00:06:07,Chris,Do you know that?
00:06:08,Chris,"Okay, well, he's a famous Grinnellian who has narrated a lot of documentaries, including a lot of, well, the Ken Burns document, you know, Ken Burns?"
00:06:24,Chris,"Yeah, a lot of his documentaries."
00:06:25,Chris,"That's Peter Coyote's voice, and he's one of our grads."
00:06:28,Chris,"And he was an activist, anti-war activist."
00:06:30,Chris,"I think he was a 65 grad, maybe."
00:06:34,Chris,"And I remember he was kind of well known for starting this sort of rejection, I guess you'd say."
00:06:42,Chris,"I wouldn't say he was well known for that, but I think that era was well known at the beginning of the war, kind of, or near the beginning of the war."
00:06:50,Chris,"Anyway, I think it sort of built, and by the time I got here, there was a tipping point."
00:06:55,Chris,"And I would say for my freshman to my sophomore year, it kind of went from a campus, it was kind of old school,"
00:07:02,Chris,sort of traditional in a lot of ways.
00:07:03,Chris,"We still had a lot of untraditional things and untraditional people, but it was a very traditional place in some ways."
00:07:11,Chris,"And I think by my sophomore year, that had just tipped right over."
00:07:16,Chris,"I don't think there was anything left of kind of the old fraternity, sorority concept of the way men and women should interact and the sort of dating stuff."
00:07:25,Chris,"And I don't know, it was quite a different place from one year to the next."
00:07:32,Chris,"In my view, other people have their own views probably."
00:07:37,Mariposa,I actually had a similar conversation with John Andelson.
00:07:40,Mariposa,He told me some weird stories about the frat culture with the buildings.
00:07:45,Mariposa,"And he said the same thing, that the culture really shifted once the halls were mixed and weren't completely the same."
00:07:51,Chris,"The college, I guess you'd say, was complicit in the development because I don't know how they got talked into that notion of"
00:08:00,Chris,"blending the campuses or integrating the campuses, we called it integrating the campuses, I believe that's what we said."
00:08:06,Chris,"In fact, by the time I was a junior, I was the vice president of Luce Hall, which at that time was the only hall, first and only hall by that time, that had men and women in the same hall on different floors."
00:08:23,Chris,"I think we were the 1st, and then after that, became a little more common, I believe."
00:08:29,Chris,"But I don't know, I didn't pay much attention after that year to that aspect because I was off campus and so forth."
00:08:38,Chris,But things did change.
00:08:39,Chris,"And the college helped, I think, in a good way."
00:08:43,Chris,Whoever made those decisions?
00:08:46,Mariposa,"Yeah, what did some of those changes look like?"
00:08:50,Mariposa,The social shifts and everything that was impacted by the war and by all the issues at the time.
00:08:55,Chris,"Well, that's a good question."
00:08:59,Chris,"superficially the changes were things like, and I don't actually know if this was true across the board, but when I was a freshman in Langan, we were maybe one of the least sort of traditional halls."
00:09:17,Chris,"In fact, we were, some people called us sort of an animal house."
00:09:21,Chris,I think that's an exaggeration.
00:09:22,Chris,We were not that.
00:09:24,Chris,"But there was nothing very traditional about us, but we still did."
00:09:28,Chris,We had this sort of meet the preps night where you had to stand up and take your shirt off and people make fun of you and so forth.
00:09:34,Chris,And then we had sort of an induction into the residence hall.
00:09:39,Chris,We went to the Amana colonies.
00:09:41,Chris,We had dinner.
00:09:42,Chris,We drank a bunch of beer.
00:09:43,Chris,And we all had like hall fathers.
00:09:46,Chris,"I don't know exactly how we picked those, but we had them."
00:09:49,Chris,"Mine, Carl Guman, who's a really good guy."
00:09:51,Chris,He's unfortunately dead now.
00:09:56,Chris,But other places had a lot more formal ceremonies for all of this stuff.
00:10:01,Chris,"And I think, if somebody would get engaged, at least on the South Campus, if a woman would get engaged, I understand they had things that would strike me sort of like, what do you have when you have showers?"
00:10:17,Chris,You have a wedding shower or baby showers.
00:10:20,Chris,They would have these events related to the engagement.
00:10:24,Chris,in which they had candles and they had songs.
00:10:27,Chris,"And I mean, it all sounded to me very sort of sorority-like, not that I ever had been that close to a sorority or fraternity in real life, but that's what it sounded like to me."
00:10:38,Chris,And that's how it was described.
00:10:40,Chris,That just disappeared as far as I know.
00:10:42,Chris,"I mean, almost within a year, but I could be wrong."
