timestamp,speaker,words
00:00:00,Jesse,So this is just for show.
00:00:02,Mariposa,"Pretty much, yeah."
00:00:02,Mariposa,"It makes us look fancy, though."
00:00:03,Jesse,All right.
00:00:05,Mariposa,My name is Mariposa.
00:00:06,Mariposa,I'm class of 27.
00:00:07,Mariposa,It's nice to meet you.
00:00:08,Jesse,Nice to meet you.
00:00:08,Jesse,I'm Jesse Kane.
00:00:10,Jesse,I am class of 1995.
00:00:12,Jesse,So this is my 30-ish reunion.
00:00:16,Mariposa,Nice.
00:00:16,Mariposa,Did you come with a cluster?
00:00:18,Mariposa,Yes.
00:00:20,Mariposa,Nice.
00:00:20,Mariposa,"Yeah, so what would you like to talk about?"
00:00:22,Mariposa,Anything in particular?
00:00:24,Mariposa,Any stories that you want to start with?
00:00:25,Jesse,I wasn't sure what you guys were looking for.
00:00:28,Mariposa,"We just want to document memories, hear stories, whatever you, whatever stands out to you and whatever is significant to you that you remember and want to talk about, we would love to hear."
00:00:37,Jesse,"Okay, anything to help us kicked off."
00:00:42,Mariposa,"Well, what major were you?"
00:00:45,Mariposa,We can start with the basic questions.
00:00:48,Jesse,"I was an English major, so English lit."
00:00:51,Jesse,Elizabeth Dobbs was my advisor.
00:00:55,Mariposa,I know her.
00:00:57,Jesse,So it was a great program.
00:00:58,Jesse,One of the stronger liberal arts programs here at the school.
00:01:02,Jesse,People thought choosing Libby as a advisor was kind of questionable because she had a reputation.
00:01:08,Mariposa,What kind of reputation?
00:01:08,Jesse,"Being one of the tougher professors, particularly her early classes like Traditions of English Lit, Trads 1 and 2 as we called it back then."
00:01:18,Jesse,"Every student had to be prepared to present that day, but you didn't necessarily know"
00:01:24,Jesse,if you were going to be the one student she picked that day.
00:01:26,Mariposa,Yikes.
00:01:27,Jesse,"She's also the person who taught me I didn't think I, who taught me I don't, I didn't write as well as I thought from high school."
00:01:33,Mariposa,I see.
00:01:34,Jesse,So it was a big learning curve for me too.
00:01:36,Jesse,"Like she really helped me improve my English writing skills, I think."
00:01:42,Mariposa,Yeah.
00:01:43,Mariposa,What is your first memory of arriving on campus?
00:01:49,Jesse,My first memory of arriving on campus is
